nickname,battles_amount,wins_amount,tanks_amount,is_banned,is_tester,motto,clan_name
Ixygiwo,47,3,84,Yes,No,Hashofy,Ekhatih
Ifoxog,84,78,53,Yes,No,Gobuzhe,Thychydej
Zokihyshe,31,36,77,Yes,No,Thaqadep,Oqesobe
Vachupiche,98,37,24,Yes,No,Izerypow,Wachygothuzh
Zizyxigyj,28,64,34,Yes,No,Leqehefy,Chuhipu
Uzhamekez,81,4,48,Yes,No,Duzhejuch,Lyhupi
Edunupyfu,77,94,92,Yes,No,Gudolac,Usatizhado
Cybyga,48,65,17,Yes,No,Dimyjity,Uzhachiqeth
Depekuse,45,59,50,Yes,No,Uxoqir,Ithypuq
Ynaduch,49,67,98,Yes,No,Suzocykhuj,Asyjonykhi
Efajiwekho,17,53,37,Yes,No,Ezejekhel,Tosheziqizh
Areshop,18,10,43,Yes,No,Izhikhizij,Ifabek
Ygolodug,61,51,100,Yes,No,Zhavygut,Oxiwur
Shusezhuq,27,23,98,Yes,No,Imavelyshi,Ebotebe
Arubochat,70,93,13,Yes,No,Noqizhysi,Ojuzhuchuva
Tawevyq,97,79,0,Yes,No,Imabichyshe,Lyhusahu
Eshigec,39,97,89,Yes,No,Banyjich,Revuby
Adatohase,32,93,75,Yes,No,Mathicac,Mynuchyko
Asufun,3,79,85,Yes,No,Ithedijono,Kujyzhachaj
Qazuxup,74,4,66,Yes,No,Ivokegoh,Athudup
Vejazhuly,17,90,35,Yes,No,Agydofar,Uxishelat
Dosadivo,47,68,25,Yes,No,Khodishof,Etuhis
Evificekhy,13,73,44,Yes,No,Noshucyz,Yrehigofa
Cicugyvekh,59,65,81,Yes,No,Utululaxo,Shuxelodich
Odibuz,24,24,22,Yes,No,Fufaraf,Atagezh
Khysothylix,18,81,30,Yes,No,Nyvividij,Ekhorashi
Ixenydo,68,82,68,Yes,No,Kyzozakh,Ofitiwikh
Yjabyb,89,69,98,Yes,No,Osinuv,Avuwife
Namylex,45,3,48,Yes,No,Chubokop,Xyxepy
Ihygevo,47,66,65,Yes,No,Ibaraso,Rosonuchy
Ithulon,50,59,99,Yes,No,Atithuzoq,Xunurovu
Ucylothyr,27,68,84,Yes,No,Zobume,Sorosyfa
Ojupute,60,87,73,Yes,No,Rezhopeza,Ufywaku
Ichumiche,92,8,36,Yes,No,Aqitych,Jilihito
Velodoza,87,75,61,Yes,No,Oburozitha,Vuwazhaf
Agyregoru,9,93,2,Yes,No,Zhyshole,Exocyqeg
Akhytycuth,21,0,19,Yes,No,Elabebykh,Nesoshechit
Zhazhojath,70,92,12,Yes,No,Shigiwepaq,Ibivih
Thynyrif,69,65,73,Yes,No,Agoshelez,Obyhuzh
Xikuzha,37,82,96,Yes,No,Xidofosi,Xasuqojyth
Okhegoch,35,84,71,Yes,No,Fesolukhy,Erylej
Qitojace,28,83,2,Yes,No,Xiqone,Fipevu
Xybyce,58,47,40,Yes,No,Mizutho,Mylezuxi
Ikybigin,30,90,79,Yes,No,Okhoshoh,Oqykazhig
Wedopuwe,39,11,100,Yes,No,Etaqam,Fotelo
Uxuzepina,27,50,73,Yes,No,Epecuba,Xetipozhof
Urekhare,52,13,32,Yes,No,Ijochekhozhy,Qazejeq
Ityrakyw,82,58,34,Yes,No,Yquvigo,Khebaqath
Ifitutu,30,37,61,Yes,No,Ekycashom,Adygon
Yhujynif,42,1,17,Yes,No,Ukhyhosamu,Uhozymo
Isheliko,81,40,36,Yes,No,Ethypedyja,Qihochov
Uzhokhubosh,24,4,26,Yes,No,Ofatikoq,Quzhenuch
Owunej,33,43,40,Yes,No,Liwuzhej,Uchikhithula
Ohichythu,77,64,84,Yes,No,Khucube,Buzokosuv
Khyxuci,90,30,95,Yes,No,Asukhofys,Khyxevexan
Ikhifozh,59,96,60,Yes,No,Ezhiwezhy,Ishehozisi
Ythikhezh,35,69,10,Yes,No,Owysipo,Pejiqi
Uviner,0,61,23,Yes,No,Ishusheli,Hokhymishoz
Fonithanob,33,0,48,Yes,No,Vewidysech,Ufemish
Rusodowi,37,86,45,Yes,No,Mafedo,Gokoke
Jatopaxan,94,51,43,Yes,No,Geginukh,Mukanozh
Ywubizos,23,19,69,Yes,No,Chexobo,Dichetukh
Khycowize,5,72,35,Yes,No,Khohofik,Chyshojucha
Arutesh,38,59,69,Yes,No,Axuvuthechi,Naxitolug
Ocashypo,59,25,83,Yes,No,Vapesishab,Udofothyw
Tyxucy,63,41,2,Yes,No,Urivuwaq,Heshyki
Ochikhobihu,13,93,81,Yes,No,Kiqupowe,Urapyjy
Enepusheshy,28,2,56,Yes,No,Umihynug,Khacuvithak
Owehaso,22,49,28,Yes,No,Igithanykhe,Jaginazhi
Laqeshujyj,79,68,5,Yes,No,Rohohona,Sacozof
Ofejyq,17,95,23,Yes,No,Apyjuku,Alixyseb
Etokhufel,95,8,53,Yes,No,Wahyzetaj,Cimygazh
Mopefo,37,83,22,Yes,No,Lagoce,Shihokhikhol
Lonuzhar,68,77,69,Yes,No,Vokhiru,Ecagilap
Ricuka,23,38,42,Yes,No,Gekhiwohoq,Gezhuro
Cabeqeq,5,15,8,Yes,No,Yminimoku,Yshechokhyt
Chikhizhyshi,59,93,71,Yes,No,Thuzhefoto,Zhunezhebi
Kazhakofoc,32,59,8,Yes,No,Ikodiz,Ezhojereli
Jothuviwez,51,73,32,Yes,No,Xyzhudik,Lynemoji
Ytovut,51,6,17,Yes,No,Oxusyl,Qujonug
Ijexuf,50,14,23,Yes,No,Ofyxuk,Vehizyg
Uqyniro,24,59,19,Yes,No,Orexubic,Athepojogo
Jywydikh,0,0,2,Yes,No,Qygavavez,Kushakiruk
Exelidery,40,27,19,Yes,No,Selyxid,Ujagocyg
Egekyvaga,94,97,26,Yes,No,Thuvitudax,Gowuhyka
Ibetejeth,97,55,49,Yes,No,Asypigi,Ynikucho
Tuqykhu,39,100,83,Yes,No,Okoqutheda,Imykyzhuxu
Byloror,64,68,68,Yes,No,Yzhowoho,Ibocip
Kijizocoq,26,58,75,Yes,No,Udakhofy,Rogazhemi
Uwylythefi,43,19,79,Yes,No,Itibeju,Thathivosuc
Vafokhe,66,15,26,Yes,No,Jylokhi,Mireju
Chakerij,51,14,13,Yes,No,Opyluh,Roqaxadu
Ciruthaso,45,8,13,Yes,No,Khydeba,Akhagacena
Hexozajuv,43,89,91,Yes,No,Ohedachukhe,Ulupev
Lezhojythu,66,39,45,Yes,No,Enushazyl,Wyvigu
Ididuth,33,61,76,Yes,No,Wuxonan,Gichuqawiv
Ihireho,29,14,36,Yes,No,Fugowu,Ijixuqoth
Ethisifozha,92,28,68,Yes,No,Bumerybil,Ufuniv
Anewuv,53,19,36,Yes,No,Axarac,Adiwucy
Khebamechukh,94,65,40,Yes,No,Paqekoky,Zasepo
Thoxumybaj,76,38,20,Yes,No,Lykhethuguj,Okilysho
Gumorusha,23,27,71,Yes,No,Jeposathyz,Khynovokish
Syzhiryw,87,79,54,Yes,No,Zhimovym,Qobafyj
Syfiken,0,53,37,Yes,No,Obyzivuk,Abovyshu
Ashodezadu,33,72,10,Yes,No,Lekovuvec,Relymotiv
Qeqove,100,85,0,Yes,No,Ivacykha,Vusexejiv
Ykhozhirybi,73,21,14,Yes,No,Zasadolyp,Inezhive
Fybethytu,34,60,64,Yes,No,Xivuwoz,Javeditha
Noqukozy,99,48,59,Yes,No,Vikefimesh,Therisuti
Lejypy,28,27,85,Yes,No,Athowykhube,Afefejacho
Vazhajazh,53,98,97,Yes,No,Eqysyth,Jusethazhis
Wyvonewyh,51,58,98,Yes,No,Izicubo,Iqashof
Zozhomyzon,73,38,2,Yes,No,Akydyzi,Okhycyj
Ykholizh,37,9,93,Yes,No,Vadumu,Zuzushekh
Udahus,45,12,61,Yes,No,Zhetapeju,Acoshabu
Sezoky,51,52,43,Yes,No,Izigefiw,Ycycezyxo
Limodichezh,57,80,57,Yes,No,Guchozhepy,Uqigek
Hukhopobab,64,84,3,Yes,No,Ycemedu,Volipu
Achexarech,10,69,100,Yes,No,Zheqypyvik,Athykix
Aricih,26,98,55,Yes,No,Khuzolap,Gejyshora
Alipytu,79,43,21,Yes,No,Luchekhedi,Uzhirufeba
Ofanorum,1,28,44,Yes,No,Ikylywi,Zhusuky
Othokhecoq,2,78,88,Yes,No,Ikhywipok,Isidibyry
Qylachu,2,96,33,Yes,No,Udyzhet,Etudikywu
Cyhezhob,10,49,46,Yes,No,Ukyquji,Ithuzish
Gozyliwoq,12,28,28,Yes,No,Obajozehy,Elukamini
Qochetaru,56,35,1,Yes,No,Idefoz,Qisythuchu
Novesi,27,24,100,Yes,No,Ukhovothozh,Othuxas
Ocylugashy,38,77,21,Yes,No,Vaqyxiw,Iqamase
Vuhishez,77,13,53,Yes,No,Efajumokhu,Zhoneziqop
Agyfozip,68,81,43,Yes,No,Noqoshif,Ewuhud
Agywyqeji,89,67,18,Yes,No,Pufajuj,Ethusheso
Eshosuky,11,47,40,Yes,No,Jokhodex,Ykipibicho
Okhesheti,41,74,16,Yes,No,Athozhokh,Osozajoh
Vujomep,62,78,45,Yes,No,Ychicik,Iriquju
Dagupe,0,38,44,Yes,No,Wuchyzhabaj,Kyshyme
Jaledi,28,69,38,Yes,No,Qitegetho,Owogux
Chakhazho,48,82,5,Yes,No,Ykagaziga,Ajociche
Powikhut,53,49,6,Yes,No,Ynufezh,Ujobema
Iqugup,96,81,57,Yes,No,Goluzahez,Delugiby
Uwachofe,86,63,65,Yes,No,Thifawum,Moxuweni
Viwykech,2,14,2,Yes,No,Miqechicu,Zherixal
Vucecikes,98,81,90,Yes,No,Ovaneshop,Zhothacoz
Ekixohocho,6,6,27,Yes,No,Ithithuso,Zydehazhe
Tohukakho,2,62,6,Yes,No,Okenuvo,Ypukhethex
Dirizhekh,17,50,10,Yes,No,Efijije,Othotyzh
Uthajop,49,10,18,Yes,No,Acholykhych,Hegosi
Yrobachufo,34,29,66,Yes,No,Kutume,Usasuwuch
Zhahaxe,88,71,64,Yes,No,Qykhibof,Qashecifath
Eqyqef,1,92,28,Yes,No,Ufosekhyzh,Erugadeshy
Oxavathiva,95,25,100,Yes,No,Emebujoby,Ushudecyf
Igujuxyty,31,13,43,Yes,No,Khythepapu,Qupyfim
Adyzuty,26,58,55,Yes,No,Uxashyshahe,Iqopikify
Uzhawopu,47,83,23,Yes,No,Toxasytha,Anakhyw
Ebotem,64,3,10,Yes,No,Voqoshas,Isuqush
Jyqagase,81,65,36,Yes,No,Ethyjyca,Rahidaw
Sikhygaja,74,18,29,Yes,No,Tepamin,Sahazhiheb
Fevobep,37,60,25,Yes,No,Ohowoce,Ubemoroshu
Azhenecha,66,68,93,Yes,No,Xumozi,Vebohycoz
Irikiqom,97,29,35,Yes,No,Atijyc,Yxesesi
Ogyxugat,44,35,79,Yes,No,Shirovy,Atuveho
Unechutho,10,25,54,Yes,No,Ferypukhaw,Zheforithy
Jyfire,63,79,61,Yes,No,Ezhokedi,Eshobun
Ivynubyk,21,26,39,Yes,No,Vysuju,Vylyqyh
Byshuqo,86,87,39,Yes,No,Otecath,Agunyxu
Hyxuxy,55,14,5,Yes,No,Azezhoge,Ukashekil
Liseqach,80,86,42,Yes,No,Qugucoz,Unyhoha
Uchacathi,82,97,4,Yes,No,Thyhiso,Opaxim
Ikhumasyda,64,1,40,Yes,No,Moniqe,Vohunuve
Awahanythi,71,36,79,Yes,No,Yzysahythy,Sekhazhe
Oshodeshom,66,84,43,Yes,No,Gegyla,Ecipap
Edykif,58,93,61,Yes,No,Uxureg,Ekinojun
Ihevufyv,69,79,18,Yes,No,Epeshyshogy,Athemekho
Dyladoch,74,9,31,Yes,No,Arobopuwy,Ykymokhush
Ucuzhochatho,75,76,95,Yes,No,Khythomoli,Elilazhyzhy
Esorude,100,36,88,Yes,No,Aposhic,Godypoj
Zhabykhajuk,62,96,78,Yes,No,Oxojazaxa,Bopevezhob
Bujefotu,99,89,16,Yes,No,Yparusar,Maxylekakh
Uluchim,38,3,95,Yes,No,Shepukhoh,Nopefysi
Ekuthocyl,9,85,33,Yes,No,Wemupis,Zytyshixu
Esygexeby,47,38,100,Yes,No,Vazhitixa,Agawosono
Rekhazhycuf,46,61,60,Yes,No,Puryde,Dodudohuf
Ariquvy,64,96,85,Yes,No,Jydijawu,Nesakudez
Ulohowuc,48,78,23,Yes,No,Shicisony,Qetymy
Wukevakhec,44,60,95,Yes,No,Eniqav,Chagaxipu
Onagiwap,37,13,46,Yes,No,Akomubux,Thijyci
Vuthitoch,71,55,18,Yes,No,Chiryshu,Xezhogoli
Izhamem,93,5,5,Yes,No,Ashiwix,Fimyjy
Olachez,52,91,30,Yes,No,Ukhilush,Akhofyzy
Emufetykh,82,83,52,Yes,No,Zychylub,Ewipyzys
Xycikhok,96,89,24,Yes,No,Ehukharol,Zawuciry
Cufynech,82,30,32,Yes,No,Olefizha,Chykhopy
Utherika,97,4,61,Yes,No,Ecivozh,Asuqyth
Lusuqanu,64,1,98,Yes,No,Odatufo,Dykymyca
Pizhucy,90,1,33,Yes,No,Irochim,Ehovezu
Ecyshuji,35,71,5,Yes,No,Idapexi,Opupuvedu
Lahizoluv,15,68,3,Yes,No,Shunaboth,Khogizy
Yquvav,69,79,90,Yes,No,Qykocoho,Yrekhaj
Ylegazyb,33,86,60,Yes,No,Rubiko,Khykamevuf
Ekhekhah,12,45,90,Yes,No,Yqipesoko,Ovikisy
Sothoxuzh,7,16,2,Yes,No,Yhobixo,Shitifathi
Cajecipuq,45,46,66,Yes,No,Uthenothobi,Enezike
Shahuci,29,85,77,Yes,No,Iwecokhuz,Izhazavoze
Evozino,28,68,9,Yes,No,Vazhedythy,Ysazhycho
Eqyzinu,67,99,10,Yes,No,Myfazhith,Afuboho
Holefo,97,36,93,Yes,No,Ofithokhe,Ethicheza
Echadupyc,91,45,61,Yes,No,Zhyjishache,Olukhiquha
Elehexip,38,12,73,Yes,No,Avatux,Ofefedykho
Ebelydihy,42,55,62,Yes,No,Adacew,Ekexezac
Tekopow,53,33,94,Yes,No,Ubucoxok,Gikhoquk
Ychihetewo,42,52,24,Yes,No,Cykexyle,Mefozheji
Otuchyvazo,9,58,14,Yes,No,Azagozuth,Emahyteg
Wajucha,14,94,90,Yes,No,Yhaporyshe,Qijawar
Ubytima,31,71,43,Yes,No,Khushygypuf,Ocoras
Githikhy,43,58,68,Yes,No,Chyhazhaly,Apagothimi
Ynekhaba,8,68,76,Yes,No,Nezhode,Ifexel
Jyzawy,94,74,9,Yes,No,Chomaxewo,Ceroso
Icheviryj,53,65,90,Yes,No,Athimygadi,Uxochovy
Gamafin,77,89,91,Yes,No,Zyqysaju,Neseme
Epyqecinu,40,14,57,Yes,No,Otacozho,Exapotuk
Omufikhuthe,62,11,0,Yes,No,Iqixezin,Arathuthyci
Ozagin,99,73,62,Yes,No,Okolem,Olazerap
Uhuqath,51,11,44,Yes,No,Kivivi,Achezozhyju
Udekhavogi,87,96,3,Yes,No,Etecumeth,Nutulesy
Niquchywu,71,4,55,Yes,No,Lucakyvuk,Qazuchy
Xusucoho,92,19,8,Yes,No,Thozhuxokob,Ushohyxi
Opocuj,92,85,28,Yes,No,Zhapitukuh,Agyrygowu
Yxakhathu,9,72,3,Yes,No,Pehothus,Oguladu
Adowep,85,91,19,Yes,No,Mefilebem,Lufushy
Xikichog,47,79,38,Yes,No,Tykoshyzh,Ythezhizh
Gekyqenex,40,46,72,Yes,No,Leshomocha,Lipyzha
Xyrixa,51,56,86,Yes,No,Okaqado,Ochithunyky
Walozodu,66,7,9,Yes,No,Khawiquni,Taqowib
Ukhezekho,75,3,84,Yes,No,Olanuhoju,Ywethoj
Ugylen,30,43,84,Yes,No,Ejunichumy,Itorytopu
Kefibifu,95,39,88,Yes,No,Omyrazhak,Elusub
Efymisadu,66,67,64,Yes,No,Mawipo,Abuvijor
Mulunafoch,12,74,67,Yes,No,Luvogilu,Vorisemoch
Gyzhuzaz,61,83,25,Yes,No,Jizhapogo,Yvyzham
Moqozaja,79,3,11,Yes,No,Ojaxiguto,Fubyxiqykh
Ybibuc,95,80,83,Yes,No,Ashechus,Rushohymu
Owetykhidy,87,31,93,Yes,No,Cetykhyxo,Ijilishyh
Wutujun,27,84,36,Yes,No,Fotapisa,Sijitu
Nonakhab,96,4,32,Yes,No,Afeluchu,Qazycicoz
Syzhozhuzhaq,49,41,18,Yes,No,Ynytemit,Khukhageli
Zidevy,82,22,72,Yes,No,Ucowish,Ocuxecede
Cucokhulaq,83,92,0,Yes,No,Iwuzhyv,Unikhechapa
Oxexawib,69,25,1,Yes,No,Zhufituji,Getudeg
Shedybeqo,50,18,31,Yes,No,Huthebahe,Cobityh
Tuwykhih,64,66,34,Yes,No,Kecawikhush,Ushupubuh
Ukhufepi,22,13,43,Yes,No,Khychype,Piwusy
Xejothage,86,7,67,Yes,No,Majepi,Garamenys
Elotitub,75,32,48,Yes,No,Jobubi,Ahucukyx
Azywyvi,44,25,61,Yes,No,Isutyt,Yzireka
Wethiko,25,100,34,Yes,No,Abefyshazha,Xijilajo
Thidahije,9,99,78,Yes,No,Uloxop,Dupomecyg
Zhuchyqe,48,44,76,Yes,No,Vedivyw,Uthyzhip
Rozikhy,22,21,18,Yes,No,Wyhoqeca,Azhashihi
Oxenuwalu,6,84,88,Yes,No,Uqexuvu,Pizhyqa
Selekhe,87,95,86,Yes,No,Ifyxizhadi,Cylijuz
Elozhyluwy,13,91,5,Yes,No,Thucyvec,Avokhonyzu
Dekhobudy,26,11,62,Yes,No,Nibafyx,Olamam
Uleqozh,59,89,94,Yes,No,Ycezhudych,Dochonyli
Epathesh,96,0,11,Yes,No,Cujawu,Lalipohot
Mukhitathe,82,83,24,Yes,No,Evuwogory,Mykhychet
Qihufilud,3,92,7,Yes,No,Zapechythu,Wixatil
Akhocomydi,20,46,66,Yes,No,Icakhythyt,Xakhykhad
Khemeliwuz,57,46,76,Yes,No,Ashuchyp,Hiwakyp
Urukhyf,90,70,9,Yes,No,Vewusox,Afizhugihe
Bupakhecus,17,66,90,Yes,No,Thobabimy,Lapizhydy
Ylodax,90,16,1,Yes,No,Epethof,Qywekhy
Xylibuhaj,41,20,53,Yes,No,Igawyzyzu,Uzhocukup
Enadatu,97,54,10,Yes,No,Gynusewa,Mychykhequv
Akhythalu,83,32,82,Yes,No,Sinyputhag,Abykichab
Fiqekhosu,37,78,73,Yes,No,Ibomethej,Ledivyv
Sylodavyv,14,44,44,Yes,No,Kihezisem,Ivybot
Fechadyreg,68,59,95,Yes,No,Kogizhedu,Uzyleqas
Khymidetham,84,33,35,Yes,No,Vezuzukhy,Tuchethuhy
Vucawy,64,11,28,Yes,No,Sysyzesh,Oqecekhif
Chysasubes,74,58,47,Yes,No,Abagod,Olucivat
Cokhedethy,5,26,62,Yes,No,Uzikekiga,Ihyxuk
Lathykhob,44,56,48,Yes,No,Uchykhupu,Efizhikhash
Dyfucenu,26,15,60,Yes,No,Nichefith,Suhony
Khishedaqikh,28,57,12,Yes,No,Ewakhumeth,Vasacup
Ichuthibiw,47,46,48,Yes,No,Doparuko,Fadubocun
Oqogixycho,90,82,83,Yes,No,Ykozyzh,Ikhebuso
Ipiwywec,93,77,89,Yes,No,Xamopaj,Favyrasho
Wagigekykh,3,10,57,Yes,No,Sizipoqakh,Cyzhudachew
Xarubov,6,77,10,Yes,No,Suchuvi,Oqizhezhaha
Oqykhakhev,30,69,36,Yes,No,Itineky,Ulukhujegi
Ysithem,78,62,63,Yes,No,Ygogori,Udeduqyf
Anytech,43,7,95,Yes,No,Ysacoh,Usyqaqu
Ashekipy,78,2,29,Yes,No,Ychaneth,Isywon
Ozuchechu,49,88,43,Yes,No,Shihubo,Hethoxobab
Kuxapo,23,37,91,Yes,No,Ichecuxeg,Athakyzhyh
Idyqido,4,21,24,Yes,No,Oqycithar,Dikotoqu
Zhewafo,73,4,14,Yes,No,Yhocyzon,Isyhochewo
Purevipi,62,18,15,Yes,No,Ufozhik,Ushithuxid
Shuzavy,87,27,28,Yes,No,Thymyti,Odazyj
Ychuxoh,35,33,90,Yes,No,Khykicy,Wetheqeze
Yzabojishi,38,74,32,Yes,No,Theshyxak,Bitazhyci
Falole,49,67,79,Yes,No,Nymoshak,Ushapocho
Atumylu,30,97,13,Yes,No,Iziloxu,Uniweraro
Amiqachyth,65,60,75,Yes,No,Ekhulyrip,Zesikyr
Yrukuhe,100,95,18,Yes,No,Qashype,Thylamum
Ocachuzh,61,99,100,Yes,No,Wixata,Ysavichi
Ladoquzheb,61,20,99,Yes,No,Iwimila,Ywuzhixi
Omenyrogi,100,71,30,Yes,No,Uwadic,Uchiludesa
Sukhuthaja,36,49,48,Yes,No,Ysokothochy,Dipaqa
Anybylaha,64,14,17,Yes,No,Uvuzhuthuhi,Izhezagasa
Amosodaw,94,62,38,Yes,No,Ypygixith,Awegado
Hesefip,34,32,5,Yes,No,Evujeno,Ushamehu
Shykuhaxe,97,54,66,Yes,No,Qasisu,Ithanazh
Cirykoch,95,5,67,Yes,No,Enuwem,Xoshixaj
Uvicamury,90,23,6,Yes,No,Yqarezhuhy,Ushevarehu
Fegyrina,56,92,14,Yes,No,Pychujushok,Atefuvab
Ehuzhonegi,96,100,66,Yes,No,Ikemucicho,Ywaririn
Cochanu,67,84,16,Yes,No,Pitecicy,Onufoshaqy
Dezhonothy,69,47,79,Yes,No,Pashaxama,Iziriqale
Yqejimux,58,63,26,Yes,No,Oguchevy,Ysyvaja
Jyjurefo,81,17,33,Yes,No,Dagoza,Ekemani
Ishytylebe,92,32,79,Yes,No,Ithizyw,Shaxichishah
Sozanove,24,31,42,Yes,No,Ifuzhahi,Azisuxy
Zhejebi,16,99,76,Yes,No,Rukikerol,Ypunek
Gavukhykh,71,63,49,Yes,No,Shahewo,Heqysich
Isesore,52,52,94,Yes,No,Chatakypon,Iwikobin
Imulushu,38,65,94,Yes,No,Ycichithilu,Qecethoxy
Othushakash,81,19,90,Yes,No,Buwevoz,Qetere
Ogizholexa,24,92,54,Yes,No,Fakhanev,Enythuthigo
Khyfafu,24,8,23,Yes,No,Dymezi,Igawikich
Qythythy,58,53,26,Yes,No,Nacehosh,Erushobok
Fuzhyzuri,87,67,13,Yes,No,Gukawot,Worola
Pilelope,94,24,22,Yes,No,Khesicep,Vurydi
Eshykhivyvo,44,93,5,Yes,No,Thopythoqez,Ehykhasy
Shovufopeb,13,71,6,Yes,No,Uzhynulami,Kewiqu
Useshew,35,37,17,Yes,No,Ahymaqu,Ehozas
Vuchezhusud,15,65,50,Yes,No,Qevari,Vycumokech
Vequnu,8,42,91,Yes,No,Ijyvalani,Xivychima
Sefeza,13,44,36,Yes,No,Udoshijikh,Efopada
Upamir,26,42,75,Yes,No,Zhotygy,Ruzhake
Revasheh,13,47,94,Yes,No,Cocheta,Thogavymib
Liqujajy,14,68,1,Yes,No,Godofu,Kyshuhaq
Okhyvukhun,7,22,55,Yes,No,Povojyzh,Egethycoh
Ubulypu,17,51,3,Yes,No,Esiposhyc,Sylyjuni
Pezisixez,17,51,96,Yes,No,Ipobideshu,Idahokesa
Opywetav,27,89,62,Yes,No,Nushaco,Apohoquly
Udogedush,39,93,18,Yes,No,Ygacav,Chexiqysha
Ohytyzh,23,23,54,Yes,No,Mepuvo,Yzagevy
Xujileh,18,39,73,Yes,No,Imyzhowyx,Fudany
Elukhyq,76,55,15,Yes,No,Echokyz,Ebedibo
Ekariheqe,55,11,62,Yes,No,Yzohata,Fizobejy
Ijidezhib,1,17,42,Yes,No,Oshileri,Chachosa
Qevogy,20,92,71,Yes,No,Ulashyfape,Ujezitho
Choguzi,34,92,79,Yes,No,Ovucamapu,Ukhejish
Ohuxoluk,6,40,70,Yes,No,Kecikuzho,Sisilohud
Xypihici,60,88,59,Yes,No,Nechothechip,Yhesit
Zhyzhedu,65,84,20,Yes,No,Epydedaki,Athydady
Tothazhic,58,6,28,Yes,No,Upopadiri,Ashovidaty
Xyzujavaw,31,7,37,Yes,No,Esuzhubod,Axaqithyj
Uhikhafozha,95,70,14,Yes,No,Tokhetux,Epulilotha
Jyxuqude,18,96,64,Yes,No,Lokhofatha,Zhopyke
Thihovazish,98,55,22,Yes,No,Ucegaror,Azumahosho
Korule,55,67,15,Yes,No,Nyleri,Oxykicib
Ewetos,35,70,47,Yes,No,Izuthiwor,Ichushes
Ybazhagaf,41,58,18,Yes,No,Zychysykhe,Ytunydute
Oqusedo,72,97,82,Yes,No,Mybijezh,Jushypan
Hohykhaha,81,3,85,Yes,No,Inivewi,Cisuxy
Esurud,48,0,84,Yes,No,Bukugekhyh,Yvusywy
Isepixil,86,51,92,Yes,No,Pefumochu,Isohemun
Vothuroci,88,77,45,Yes,No,Ekhakhichiwa,Ygopechuth
Othukenal,73,89,54,Yes,No,Otanufykho,Thyqyduro
Ibeqyvyza,42,37,36,Yes,No,Zhipychefyd,Puqaroho
Yshesicyfo,85,0,20,Yes,No,Ikhygug,Duqypafi
Chumepogo,98,65,87,Yes,No,Ythufenufi,Enadesizhi
Ixypyjum,100,31,92,Yes,No,Ohinufedy,Jyhivigan
Githosyzhy,45,67,76,Yes,No,Ejosot,Wechuve
Ichynothakhy,30,81,74,Yes,No,Wunade,Yzuxakh
Ychyvosil,56,8,17,Yes,No,Duthynoj,Ygyqym
Mubovach,73,81,59,Yes,No,Erunido,Wohysapu
Beguna,44,34,27,Yes,No,Azhivukha,Emupateky
Zichyzequw,38,7,3,Yes,No,Burekhe,Pykhehovo
Ajudun,50,100,40,Yes,No,Jidynushiz,Thutosawu
Nyquxopuq,50,29,100,Yes,No,Ychujuzop,Shatikesha
Ithisysaky,11,62,34,Yes,No,Oqethisige,Ukygyquny
Reqafy,24,42,5,Yes,No,Lesucekesh,Borufys
Oxapazizho,86,52,86,Yes,No,Zhukhepoqazh,Ohylon
Liwenezh,56,42,73,Yes,No,Zodorashizh,Tuzuthe
Anupumyki,29,19,70,Yes,No,Edezhyq,Thiracythyj
Ufezawiw,78,55,73,Yes,No,Ihicedax,Videzobaf
Chucurin,26,19,19,Yes,No,Cigethecos,Nijufo
Gichazhah,78,91,29,Yes,No,Cithowo,Thetemipaz
Khavetubyk,98,64,77,Yes,No,Ynyjashy,Ychejezibo
Wumeshe,77,66,84,Yes,No,Ykhichybuqe,Ymochoce
Umibuwyl,67,20,86,Yes,No,Athejechi,Igekuli
Qishoxo,29,12,32,Yes,No,Ohisiwu,Zizhizha
Namesethar,27,80,26,Yes,No,Baxirygy,Ihirathit
Kexegiva,93,9,73,Yes,No,Ohorokhosh,Khuqymutyq
Nexyjo,2,83,82,Yes,No,Ylyfoc,Qetokefo
Thygikhu,19,84,1,Yes,No,Wudijach,Idocepi
Ukhyfuwe,48,41,66,Yes,No,Jakhyzireq,Sohedus
Lakufozo,61,93,68,Yes,No,Rovuqyd,Tagechel
Opivid,12,85,13,Yes,No,Loryxirep,Ukekuno
Ewuvashozi,95,4,49,Yes,No,Onikhevov,Zududy
Togapuj,64,23,11,Yes,No,Vywozuth,Umawehyp
Hoguvizhu,6,1,0,Yes,No,Tefinechach,Zhoqidim
Doxufavuf,90,3,42,Yes,No,Ajukhih,Gityjazuj
Yseryvo,65,57,11,Yes,No,Qichakefob,Bishafiver
Hedubyd,14,82,2,Yes,No,Eqexym,Okhiparug
Nykylyp,12,17,26,Yes,No,Alochom,Tholococ
Wywinyqyg,100,46,28,Yes,No,Zhixuwu,Lutopumu
Amimipokh,63,18,40,Yes,No,Ugotek,Orebus
Echywazali,94,4,86,Yes,No,Zureweqe,Thorobashi
Qashenyz,22,43,36,Yes,No,Ecywuditha,Chomaku
Wopexe,4,32,63,Yes,No,Uhepodu,Jadevitaz
Yvyvub,65,19,38,Yes,No,Ylejepo,Uxykhash
Imobech,36,16,78,Yes,No,Jojafawe,Ylexazh
